Producto,Categoria del Producto,Precio,Costo de Envio,Fecha de Compra,Vendedor,Lugar de Compra,Calificacion,Metodo de Pago,Cantidad de Cuotas,Latitud,Longitud
Kit de bancas,Muebles,259200,14000,8/2/2022,Juan Fernandez,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Juego de mesa,Juguetes,256500,14100,9/7/2022,Juliana Costa,Pereira,5,Nequi,1,4.81333,-75.69611
Sofa reclinable,Muebles,723600,36700,24/10/2020,Felipe Santos,Bogota,1,Tarjeta de credito,2,4.60971,-74.08175
Set de vasos,Arti­culos para el hogar,36000,2100,27/06/2021,Santiago Silva,Bogota,5,Nequi,1,4.60971,-74.08175
Cubo magico 8x8,Juguetes,15500,1200,26/08/2020,Felipe Santos,Barranquilla,2,Tarjeta de credito,1,10.96854,-74.78132
Sillon,Muebles,235300,10700,15/05/2022,Juliana Costa,Cali,4,Tarjeta de credito,1,3.43722,-76.5225
Tablet ABXY,Electronicos,807000,43200,3/5/2020,Izabela de Leon,Cali,4,Tarjeta de credito,1,3.43722,-76.5225
Set de ollas,Arti­culos para el hogar,152300,6300,1/11/2022,Mariana Herrera,Bogota,2,Tarjeta de credito,4,4.60971,-74.08175
Mesa de centro,Muebles,197300,8700,30/07/2020,Maria Alfonso,Cartagena,5,Tarjeta de credito,1,10.39972,-75.51444
Lavavajillas,Electrodomesticos,1263900,65500,2/7/2021,Mariana Herrera,Medellin,3,Tarjeta de credito,2,6.25184,-75.56359
Olla de presion,Arti­culos para el hogar,59500,3700,6/2/2020,Pedro Gomez,Pereira,4,Tarjeta de credito,5,4.81333,-75.69611
Muneca bebe,Juguetes,54200,7800,27/06/2022,Pedro Gomez,Bogota,5,Nequi,1,4.60971,-74.08175
Dashboards con Power BI,Libros,38500,0,19/05/2022,Maria Alfonso,Cali,4,Tarjeta de credito,3,3.43722,-76.5225
Vaso termico,Deportes y diversion,49700,7400,25/11/2020,Izabela de Leon,Cartagena,3,Tarjeta de credito,4,10.39972,-75.51444
Mesa de comedor,Muebles,212600,9500,29/12/2022,Beatriz Morales,Medellin,5,Cupon,1,6.25184,-75.56359
Balon de voleibol,Deportes y diversion,55500,1100,12/1/2020,Felipe Santos,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Asistente virtual,Electronicos,113300,6500,2/3/2022,Juan Fernandez,Cali,5,Tarjeta de credito,3,3.43722,-76.5225
Lavavajillas,Electrodomesticos,1273600,68900,9/9/2020,Izabela de Leon,Leticia,1,Nequi,1,-4.21528,-69.94056
Ciencia de datos con Python,Libros,46900,0,29/03/2020,Angel Rodriguez,Pereira,5,Tarjeta de credito,2,4.81333,-75.69611
Bateria,Instrumentos musicales,491000,24300,18/12/2022,Camila Rivera,Pasto,5,Cupon,1,1.21361,-77.28111
Guitarra electrica,Instrumentos musicales,863500,44200,14/06/2020,Rafael Acosta,Bogota,4,Tarjeta de credito,6,4.60971,-74.08175
Sofa reclinable,Muebles,694500,35200,12/7/2021,Izabela de Leon,Cali,5,Tarjeta de credito,4,3.43722,-76.5225
Mesa de noche,Muebles,247800,11400,3/7/2020,Blanca Ramirez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Secadora de ropa,Electrodomesticos,1012600,52100,27/02/2021,Camila Rivera,Bogota,5,Tarjeta de credito,3,4.60971,-74.08175
Smartwatch,Electronicos,122900,7600,30/06/2021,Blanca Ramirez,Pereira,5,Nequi,1,4.81333,-75.69611
Auriculares,Electronicos,77600,2300,3/6/2022,Lucas Olivera,Bogota,5,Tarjeta de credito,6,4.60971,-74.08175
Cama box,Muebles,738000,40000,18/06/2021,Camila Rivera,Villavicencio,5,Cupon,1,4.142,-73.62664
Vaso termico,Deportes y diversion,32600,1900,16/02/2023,Santiago Silva,Bogota,3,Tarjeta de credito,1,4.60971,-74.08175
Carrito de control remoto,Juguetes,80600,5000,15/12/2022,Izabela de Leon,Bogota,4,Tarjeta de credito,2,4.60971,-74.08175
Mesa de comedor,Muebles,275600,12900,2/2/2022,Pedro Gomez,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Guitarra electrica,Instrumentos musicales,872900,46900,13/12/2022,Mariana Herrera,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Sillon,Muebles,216600,13900,6/6/2020,Angel Rodriguez,Medellin,5,Nequi,1,6.25184,-75.56359
Carrito de control remoto,Juguetes,69300,4100,7/4/2022,Izabela de Leon,Bogota,2,Tarjeta de credito,3,4.60971,-74.08175
Bicicleta,Deportes y diversion,452000,24700,20/03/2020,Lucas Olivera,Cali,5,Nequi,1,3.43722,-76.5225
Lavavajillas,Electrodomesticos,1334200,73400,18/07/2020,Rafael Acosta,Medellin,5,Cupon,1,6.25184,-75.56359
Pandereta,Instrumentos musicales,35500,0,6/3/2022,Mariana Herrera,Inirida,4,Tarjeta de credito,8,3.8653,-67.9239
Lavadora de ropa,Electrodomesticos,1542700,80300,17/06/2020,Juliana Costa,Cali,4,Tarjeta de credito,2,3.43722,-76.5225
Lavadora de ropa,Electrodomesticos,1424500,76600,11/12/2022,Lucas Olivera,Medellin,3,Tarjeta de credito,2,6.25184,-75.56359
Olla de presion,Arti­culos para el hogar,92900,3100,2/3/2021,Blanca Ramirez,Barranquilla,4,Nequi,1,10.96854,-74.78132
TV LED UHD 4K,Electronicos,2659000,139800,9/3/2021,Lucas Olivera,Medellin,3,Cupon,1,6.25184,-75.56359
Celular ABXY,Electronicos,1216700,63000,15/06/2022,Santiago Silva,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Carrito de control remoto,Juguetes,88000,2900,25/02/2023,Beatriz Morales,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Cubo magico 8x8,Juguetes,15200,1500,18/04/2021,Juan Fernandez,Bucaramanga,4,Tarjeta de credito,1,7.12539,-73.1198
Juego de mesa,Juguetes,164400,6900,23/06/2020,Rafael Acosta,Riohacha,5,Tarjeta de debito,1,11.54444,-72.90722
Iphone 15,Electronicos,1947500,108400,15/07/2020,Lucas Olivera,Barranquilla,5,Tarjeta de credito,10,10.96854,-74.78132
Lavadora de ropa,Electrodomesticos,1572800,84300,5/12/2022,Beatriz Morales,Pereira,1,Tarjeta de credito,10,4.81333,-75.69611
Impresora,Electronicos,266000,12400,24/06/2020,Lucas Olivera,Medellin,3,Tarjeta de credito,5,6.25184,-75.56359
Asistente virtual,Electronicos,130500,5100,11/1/2020,Blanca Ramirez,Bogota,5,Nequi,1,4.60971,-74.08175
Impresora,Electronicos,280000,13100,6/7/2022,Juliana Costa,Leticia,5,Tarjeta de credito,3,-4.21528,-69.94056
Olla de presion,Arti­culos para el hogar,63000,3800,15/11/2020,Felipe Santos,Bogota,5,Nequi,1,4.60971,-74.08175
Secadora de ropa,Electrodomesticos,979000,50300,10/2/2022,Mariana Herrera,Santa Marta,3,Tarjeta de credito,1,11.24079,-74.19904
Ajedrez de madera,Juguetes,23100,1400,27/06/2020,Juan Fernandez,Medellin,2,Tarjeta de credito,2,6.25184,-75.56359
Ajedrez de madera,Juguetes,20500,0,12/2/2021,Blanca Ramirez,Bogota,5,Tarjeta de credito,3,4.60971,-74.08175
Lavavajillas,Electrodomesticos,1111400,57400,19/07/2022,Angel Rodriguez,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Set de ollas,Arti­culos para el hogar,114100,6300,22/01/2020,Camila Rivera,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Sofa reclinable,Muebles,658700,39900,14/09/2022,Felipe Santos,Cocuta,5,Tarjeta de credito,14,7.89391,-72.50782
Refrigerador,Electrodomesticos,2502400,131400,25/02/2021,Maria Alfonso,Pereira,4,Tarjeta de credito,1,4.81333,-75.69611
Auriculares con microfono,Electronicos,203500,17700,15/11/2020,Beatriz Morales,Medellin,2,Tarjeta de credito,6,6.25184,-75.56359
Sofa reclinable,Muebles,684300,36800,24/06/2020,Juan Fernandez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Tablet ABXY,Electronicos,908100,54000,7/6/2020,Blanca Ramirez,Cali,4,Nequi,1,3.43722,-76.5225
Bloques de construccion,Juguetes,29500,2100,1/12/2022,Mariana Herrera,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Vaso termico,Deportes y diversion,27000,2500,30/03/2023,Izabela de Leon,Bogota,3,Tarjeta de credito,7,4.60971,-74.08175
Cuberteria,Arti­culos para el hogar,58600,1300,27/08/2022,Camila Rivera,Cali,5,Tarjeta de credito,1,3.43722,-76.5225
Balon de voleibol,Deportes y diversion,53400,3100,15/02/2020,Izabela de Leon,Bogota,5,Nequi,1,4.60971,-74.08175
Impresora,Electronicos,366800,17700,30/04/2020,Felipe Santos,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Cubo magico 8x8,Juguetes,14700,0,10/4/2021,Camila Rivera,Cali,5,Tarjeta de credito,4,3.43722,-76.5225
Mesa de comedor,Muebles,322800,15400,16/12/2020,Angel Rodriguez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Guitarra electrica,Instrumentos musicales,668100,40400,27/10/2022,Blanca Ramirez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Guitarra acustica,Instrumentos musicales,320700,15300,26/08/2021,Juan Fernandez,Bogota,5,Tarjeta de credito,5,4.60971,-74.08175
Modelado predictivo,Libros,47400,0,8/11/2020,Blanca Ramirez,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Vaso termico,Deportes y diversion,40100,2500,5/7/2022,Angel Rodriguez,Bogota,4,Nequi,1,4.60971,-74.08175
Bicicleta,Deportes y diversion,661400,35400,29/01/2022,Blanca Ramirez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Cama box,Muebles,397300,19300,18/01/2022,Santiago Silva,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Bicicleta,Deportes y diversion,388000,18800,5/10/2020,Blanca Ramirez,Medellin,1,Tarjeta de credito,2,6.25184,-75.56359
Guitarra acustica,Instrumentos musicales,234300,12900,16/10/2021,Blanca Ramirez,Medellin,5,Nequi,1,6.25184,-75.56359
Dinosaurio Rex,Juguetes,17800,5600,23/08/2022,Juan Fernandez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Silla de oficina,Muebles,250300,11500,2/4/2022,Maria Alfonso,Bogota,5,Tarjeta de credito,5,4.60971,-74.08175
Lavadora de ropa,Electrodomesticos,1438900,74800,31/07/2021,Lucas Olivera,Cali,5,Tarjeta de credito,1,3.43722,-76.5225
Cuerda para saltar,Deportes y diversion,19000,0,24/10/2022,Pedro Gomez,Bogota,3,Tarjeta de credito,2,4.60971,-74.08175
Set de vasos,Arti­culos para el hogar,29900,0,20/09/2022,Maria Alfonso,Medellin,5,Nequi,1,6.25184,-75.56359
Modelado predictivo,Libros,46600,7300,19/03/2023,Juan Fernandez,Bogota,3,Tarjeta de credito,6,4.60971,-74.08175
Lavadora de ropa,Electrodomesticos,1334300,69200,16/01/2023,Rafael Acosta,Cali,3,Tarjeta de credito,2,3.43722,-76.5225
Kit de bancas,Muebles,321700,15300,12/2/2023,Felipe Santos,Bogota,5,Tarjeta de credito,4,4.60971,-74.08175
Balon de baloncesto,Deportes y diversion,57500,3300,21/02/2021,Beatriz Morales,Bucaramanga,5,Tarjeta de credito,10,7.12539,-73.1198
Vaso termico,Deportes y diversion,51900,3300,2/10/2022,Juan Fernandez,Bogota,5,Nequi,1,4.60971,-74.08175
Cuberteria,Arti­culos para el hogar,49100,3000,14/09/2022,Pedro Gomez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Dinosaurio Rex,Juguetes,16300,0,28/03/2021,Camila Rivera,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Bloques de construccion,Juguetes,40600,0,3/6/2022,Angel Rodriguez,Pereira,5,Tarjeta de credito,8,4.81333,-75.69611
Guitarra acustica,Instrumentos musicales,195500,10600,31/07/2021,Juliana Costa,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Impresora,Electronicos,254800,11800,17/05/2020,Beatriz Morales,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Set de ollas,Arti­culos para el hogar,81600,2500,15/01/2020,Beatriz Morales,Bogota,5,Tarjeta de credito,8,4.60971,-74.08175
Mesa de noche,Muebles,270800,12600,2/1/2021,Izabela de Leon,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Smartwatch,Electronicos,171100,7300,18/07/2021,Lucas Olivera,Cali,4,Tarjeta de credito,4,3.43722,-76.5225
Tablet ABXY,Electronicos,1833200,95800,27/02/2023,Felipe Santos,Pereira,4,Nequi,1,4.81333,-75.69611
Mesa de noche,Muebles,265600,14500,2/9/2022,Camila Rivera,Medellin,1,Tarjeta de credito,2,6.25184,-75.56359
Olla de presion,Arti­culos para el hogar,68000,4100,15/07/2021,Blanca Ramirez,Medellin,5,Nequi,1,6.25184,-75.56359
Muneca bebe,Juguetes,48000,8400,2/4/2022,Santiago Silva,Bogota,5,Cupon,1,4.60971,-74.08175
Guitarra acustica,Instrumentos musicales,344100,18700,13/04/2020,Maria Alfonso,Bogota,3,Tarjeta de credito,1,4.60971,-74.08175
Dinosaurio Rex,Juguetes,18600,1400,14/04/2021,Pedro Gomez,Medellin,1,Tarjeta de credito,1,6.25184,-75.56359
Modelado predictivo,Libros,77100,4300,8/4/2022,Lucas Olivera,Bogota,4,Cupon,1,4.60971,-74.08175
Cama king,Muebles,536800,28800,22/09/2020,Lucas Olivera,Medellin,3,Tarjeta de credito,1,6.25184,-75.56359
Armario,Muebles,521000,28100,20/07/2020,Beatriz Morales,Pereira,5,Tarjeta de credito,3,4.81333,-75.69611
Bateria,Instrumentos musicales,736100,37400,9/2/2022,Beatriz Morales,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Smart TV,Electronicos,1599600,83400,28/01/2020,Angel Rodriguez,Bogota,5,Tarjeta de credito,5,4.60971,-74.08175
Mesa de centro,Muebles,222000,20600,2/10/2020,Juliana Costa,Cocuta,1,Tarjeta de credito,2,7.89391,-72.50782
Estufa,Electrodomesticos,406900,21900,11/11/2020,Pedro Gomez,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Cama box,Muebles,300000,16200,18/02/2020,Izabela de Leon,Villavicencio,4,Tarjeta de credito,1,4.142,-73.62664
Ajedrez de madera,Juguetes,27200,1700,20/03/2023,Camila Rivera,Cali,5,Nequi,1,3.43722,-76.5225
Silla de oficina,Muebles,283800,19900,11/5/2021,Lucas Olivera,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Balon de voleibol,Deportes y diversion,47500,0,9/3/2020,Beatriz Morales,Medellin,5,Tarjeta de credito,10,6.25184,-75.56359
Carrito de control remoto,Juguetes,82900,2600,30/09/2020,Juliana Costa,Bogota,5,Tarjeta de credito,4,4.60971,-74.08175
TV LED UHD 4K,Electronicos,2406900,128600,4/11/2021,Juan Fernandez,Medellin,2,Tarjeta de credito,6,6.25184,-75.56359
Mesa de centro,Muebles,159300,8900,14/06/2020,Juan Fernandez,Bogota,3,Tarjeta de credito,2,4.60971,-74.08175
Mesa de centro,Muebles,112600,7000,25/04/2020,Beatriz Morales,Bogota,5,Nequi,1,4.60971,-74.08175
Cubo magico 8x8,Juguetes,8000,800,29/08/2022,Blanca Ramirez,Medellin,5,Nequi,1,6.25184,-75.56359
Smart TV,Electronicos,1273700,68200,16/05/2020,Rafael Acosta,Riohacha,1,Tarjeta de credito,4,11.54444,-72.90722
Bateria,Instrumentos musicales,404000,19700,15/06/2022,Maria Alfonso,Medellin,1,Nequi,1,6.25184,-75.56359
Muneca bebe,Juguetes,58000,3800,24/11/2021,Felipe Santos,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Kit de bancas,Muebles,316400,15000,7/1/2022,Blanca Ramirez,Medellin,1,Nequi,1,6.25184,-75.56359
Mesa de centro,Muebles,216300,11900,12/12/2022,Camila Rivera,Santa Marta,4,Tarjeta de credito,8,11.24079,-74.19904
Impresora,Electronicos,246000,13500,27/01/2020,Camila Rivera,Cali,4,Tarjeta de credito,2,3.43722,-76.5225
Muneca bebe,Juguetes,52200,1000,23/03/2020,Santiago Silva,Medellin,1,Tarjeta de credito,1,6.25184,-75.56359
TV LED UHD 4K,Electronicos,2806900,147600,18/05/2021,Felipe Santos,Medellin,5,Tarjeta de credito,4,6.25184,-75.56359
Sillon,Muebles,284400,13300,23/10/2022,Blanca Ramirez,Medellin,3,Tarjeta de credito,3,6.25184,-75.56359
Mesa de noche,Muebles,259700,12000,17/09/2021,Angel Rodriguez,Armenia,5,Tarjeta de credito,1,4.53389,-75.68111
Smart TV,Electronicos,1504800,86000,16/03/2021,Blanca Ramirez,Medellin,3,Tarjeta de credito,3,6.25184,-75.56359
Iniciando en programacion,Libros,36200,4300,3/8/2021,Juliana Costa,Barranquilla,5,Cupon,1,10.96854,-74.78132
Iphone 15,Electronicos,1890400,106300,27/08/2020,Blanca Ramirez,Cali,5,Tarjeta de credito,1,3.43722,-76.5225
Mochila,Deportes y diversion,92800,5600,28/12/2021,Felipe Santos,Barranquilla,1,Tarjeta de credito,6,10.96854,-74.78132
Mesa de noche,Muebles,242200,13300,1/8/2022,Mariana Herrera,Bogota,5,Tarjeta de credito,12,4.60971,-74.08175
Ajedrez de madera,Juguetes,33600,2200,3/8/2022,Beatriz Morales,Bogota,4,Nequi,1,4.60971,-74.08175
Armario,Muebles,484100,26200,11/2/2020,Felipe Santos,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Lavavajillas,Electrodomesticos,1088900,56200,1/3/2020,Rafael Acosta,Medellin,3,Tarjeta de credito,10,6.25184,-75.56359
Ajedrez de madera,Juguetes,25100,0,19/08/2020,Rafael Acosta,Barranquilla,5,Tarjeta de credito,3,10.96854,-74.78132
Cuerda para saltar,Deportes y diversion,14800,1000,18/12/2020,Juan Fernandez,Bogota,3,Tarjeta de credito,1,4.60971,-74.08175
Carrito de control remoto,Juguetes,87000,10700,11/7/2020,Santiago Silva,Bucaramanga,5,Tarjeta de credito,2,7.12539,-73.1198
Set de ollas,Arti­culos para el hogar,219000,9800,4/2/2020,Rafael Acosta,Bogota,5,Tarjeta de credito,8,4.60971,-74.08175
Iphone 15,Electronicos,1870900,97800,3/12/2022,Felipe Santos,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Bateria,Instrumentos musicales,982400,53000,19/08/2022,Felipe Santos,Bogota,5,Nequi,1,4.60971,-74.08175
Ajedrez de madera,Juguetes,36200,4300,15/06/2020,Beatriz Morales,Medellin,5,Tarjeta de credito,3,6.25184,-75.56359
Bloques de construccion,Juguetes,33500,0,27/11/2021,Juan Fernandez,Pereira,1,Tarjeta de credito,1,4.81333,-75.69611
Guitarra electrica,Instrumentos musicales,923900,53900,1/10/2021,Camila Rivera,Leticia,5,Tarjeta de credito,10,-4.21528,-69.94056
Carrito de control remoto,Juguetes,80500,4500,6/11/2022,Izabela de Leon,Bogota,2,Tarjeta de credito,6,4.60971,-74.08175
Microondas,Electrodomesticos,385700,20700,11/1/2023,Juliana Costa,Bogota,1,Nequi,1,4.60971,-74.08175
Bicicleta,Deportes y diversion,239500,10900,10/2/2022,Juan Fernandez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Dashboards con Power BI,Libros,26800,0,17/01/2020,Angel Rodriguez,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Set de vasos,Arti­culos para el hogar,29300,2200,21/10/2021,Camila Rivera,Barranquilla,1,Tarjeta de credito,3,10.96854,-74.78132
Balon de voleibol,Deportes y diversion,57900,1300,13/04/2022,Camila Rivera,Medellin,5,Tarjeta de credito,3,6.25184,-75.56359
Lavadora de ropa,Electrodomesticos,1267700,65700,23/09/2020,Beatriz Morales,Manizales,5,Nequi,1,5.06889,-75.51738
Bloques de construccion,Juguetes,43200,3000,4/1/2023,Angel Rodriguez,Bogota,5,Tarjeta de debito,1,4.60971,-74.08175
Estufa,Electrodomesticos,488100,26200,24/11/2020,Lucas Olivera,Bogota,4,Tarjeta de credito,3,4.60971,-74.08175
Ciencia de datos con Python,Libros,71400,4200,22/11/2020,Izabela de Leon,Bogota,2,Tarjeta de credito,2,4.60971,-74.08175
Impresora,Electronicos,254800,13800,11/2/2020,Blanca Ramirez,Pereira,1,Tarjeta de credito,4,4.81333,-75.69611
Cuberteria,Arti­culos para el hogar,56100,3200,8/3/2020,Mariana Herrera,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Dinosaurio Rex,Juguetes,14300,0,10/9/2022,Mariana Herrera,Medellin,4,Nequi,1,6.25184,-75.56359
Smartwatch,Electronicos,217900,9800,26/05/2020,Beatriz Morales,Medellin,5,Tarjeta de credito,6,6.25184,-75.56359
TV LED UHD 4K,Electronicos,2525500,132700,6/4/2021,Beatriz Morales,Bogota,5,Nequi,1,4.60971,-74.08175
Balon de baloncesto,Deportes y diversion,57100,3700,6/12/2020,Pedro Gomez,Cartagena,5,Tarjeta de credito,2,10.39972,-75.51444
Smart TV,Electronicos,1810700,96800,17/10/2020,Pedro Gomez,Bogota,1,Tarjeta de credito,5,4.60971,-74.08175
Mochila,Deportes y diversion,104900,3800,21/10/2020,Maria Alfonso,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Lavadora de ropa,Electrodomesticos,1523100,81500,18/03/2022,Blanca Ramirez,Bogota,5,Tarjeta de credito,7,4.60971,-74.08175
Mochila,Deportes y diversion,104300,6100,6/3/2023,Lucas Olivera,Medellin,1,Tarjeta de credito,3,6.25184,-75.56359
Sofa reclinable,Muebles,749800,40100,11/11/2022,Lucas Olivera,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Cuberteria,Arti­culos para el hogar,51700,900,8/9/2021,Izabela de Leon,Riohacha,5,Tarjeta de credito,1,11.54444,-72.90722
Balon de baloncesto,Deportes y diversion,66700,4100,30/11/2022,Juan Fernandez,Cali,3,Tarjeta de credito,4,3.43722,-76.5225
Refrigerador,Electrodomesticos,1804400,97100,1/5/2021,Santiago Silva,Medellin,3,Tarjeta de credito,2,6.25184,-75.56359
Celular ABXY,Electronicos,698500,35400,22/04/2020,Santiago Silva,Bogota,2,Tarjeta de credito,5,4.60971,-74.08175
Ajedrez de madera,Juguetes,31200,0,6/2/2020,Camila Rivera,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Refrigerador,Electrodomesticos,1702100,90800,8/1/2022,Blanca Ramirez,Cali,4,Tarjeta de credito,1,3.43722,-76.5225
TV LED UHD 4K,Electronicos,2975000,160800,28/12/2022,Juan Fernandez,Cali,5,Tarjeta de credito,1,3.43722,-76.5225
Set de ollas,Arti­culos para el hogar,124800,4800,30/06/2021,Rafael Acosta,Bogota,3,Tarjeta de credito,2,4.60971,-74.08175
Lavavajillas,Electrodomesticos,1181700,65300,25/05/2020,Izabela de Leon,Bogota,1,Cupon,1,4.60971,-74.08175
Mochila,Deportes y diversion,101300,3600,15/07/2022,Angel Rodriguez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Cama box,Muebles,470900,25500,4/2/2021,Lucas Olivera,Medellin,5,Tarjeta de debito,1,6.25184,-75.56359
Microondas,Electrodomesticos,754100,40400,18/01/2020,Izabela de Leon,Cocuta,4,Tarjeta de credito,3,7.89391,-72.50782
Mesa de centro,Muebles,219000,16400,15/02/2023,Juan Fernandez,Cali,5,Tarjeta de credito,3,3.43722,-76.5225
Secadora de ropa,Electrodomesticos,1063200,57000,16/03/2020,Blanca Ramirez,Cocuta,2,Tarjeta de credito,1,7.89391,-72.50782
Iniciando en programacion,Libros,52500,5200,1/11/2022,Pedro Gomez,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Set de vasos,Arti­culos para el hogar,20700,2200,27/03/2022,Izabela de Leon,Medellin,4,Tarjeta de credito,5,6.25184,-75.56359
Silla de oficina,Muebles,415800,20300,8/12/2021,Juan Fernandez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Iniciando en programacion,Libros,66400,4200,2/3/2023,Santiago Silva,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Auriculares,Electronicos,127200,5000,19/07/2022,Pedro Gomez,Medellin,1,Tarjeta de credito,1,6.25184,-75.56359
Microondas,Electrodomesticos,408100,22200,4/3/2021,Rafael Acosta,Bogota,1,Tarjeta de credito,6,4.60971,-74.08175
Kit de bancas,Muebles,251600,13600,13/08/2021,Beatriz Morales,Cartagena,2,Tarjeta de credito,3,10.39972,-75.51444
Mesa de centro,Muebles,209300,11800,8/4/2020,Rafael Acosta,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Juego de mesa,Juguetes,166100,13600,30/01/2023,Beatriz Morales,Pereira,1,Tarjeta de credito,1,4.81333,-75.69611
Guitarra acustica,Instrumentos musicales,211000,9400,7/5/2021,Angel Rodriguez,Medellin,4,Nequi,1,6.25184,-75.56359
Pandereta,Instrumentos musicales,39800,0,27/10/2022,Lucas Olivera,Bogota,5,Tarjeta de credito,3,4.60971,-74.08175
Cama king,Muebles,937300,50100,26/03/2020,Rafael Acosta,Riohacha,5,Tarjeta de credito,6,11.54444,-72.90722
Mesa de noche,Muebles,274300,15000,24/08/2021,Angel Rodriguez,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Lavadora de ropa,Electrodomesticos,1325900,68800,4/3/2021,Beatriz Morales,Cali,5,Tarjeta de credito,1,3.43722,-76.5225
Mesa de comedor,Muebles,361900,19500,5/12/2020,Mariana Herrera,Leticia,4,Tarjeta de credito,1,-4.21528,-69.94056
